state,district,total_enrollments,age_0_5,age_5_17,age_18_greater,active_days,unique_pincodes,pct_children,pct_youth,pct_adults,daily_avg,per_pincode_avg,cluster,cluster_name
Andhra Pradesh,Medak,1376,1152,223,1,68,67,83.72093023255815,16.206395348837212,0.07267441860465117,20.235294117647058,20.53731343283582,4,Low Volume
Andhra Pradesh,N. T. R,912,772,96,44,74,39,84.64912280701753,10.526315789473683,4.824561403508771,12.324324324324325,23.384615384615383,4,Low Volume
Andhra Pradesh,Nalgonda,1137,930,207,0,70,57,81.79419525065963,18.20580474934037,0.0,16.242857142857144,19.94736842105263,4,Low Volume
Andhra Pradesh,Nandyal,886,842,38,6,70,49,95.03386004514672,4.288939051918736,0.6772009029345373,12.657142857142857,18.081632653061224,4,Low Volume
Andhra Pradesh,Nellore,5264,4524,738,2,76,79,85.94224924012158,14.019756838905776,0.037993920972644375,69.26315789473684,66.63291139240506,4,Low Volume
Andhra Pradesh,Nizamabad,498,429,69,0,64,44,86.14457831325302,13.855421686746988,0.0,7.78125,11.318181818181818,4,Low Volume
Andhra Pradesh,Palnadu,830,731,74,25,71,42,88.07228915662651,8.91566265060241,3.0120481927710845,11.690140845070422,19.761904761904763,4,Low Volume
Andhra Pradesh,Parvathipuram Manyam,489,449,32,8,72,26,91.8200408997955,6.5439672801636,1.6359918200409,6.791666666666667,18.807692307692307,4,Low Volume
Andhra Pradesh,Prakasam,7390,6204,1126,60,76,100,83.9512855209743,15.236806495263869,0.8119079837618403,97.23684210526316,73.9,4,Low Volume
Andhra Pradesh,Rangareddi,1834,1445,389,0,71,59,78.78953107960741,21.210468920392582,0.0,25.830985915492956,31.084745762711865,4,Low Volume
Andhra Pradesh,Spsr Nellore,2183,1167,713,303,3,14,53.45854328905176,32.66147503435639,13.879981676591846,727.6666666666666,155.92857142857142,0,Child-Focused
Andhra Pradesh,Sri Potti Sriramulu Nellore,1562,669,607,286,75,69,42.829705505761844,38.86043533930858,18.30985915492958,20.826666666666668,22.63768115942029,1,Child-Focused
Andhra Pradesh,Sri Sathya Sai,901,844,38,19,71,48,93.67369589345172,4.217536071032186,2.108768035516093,12.690140845070422,18.770833333333332,4,Low Volume
Andhra Pradesh,Srikakulam,4176,4039,129,8,75,66,96.71934865900383,3.089080459770115,0.19157088122605362,55.68,63.27272727272727,4,Low Volume
Andhra Pradesh,Tirupati,1683,786,672,225,75,59,46.702317290552585,39.928698752228165,13.368983957219251,22.44,28.52542372881356,1,Child-Focused
Andhra Pradesh,Visakhapatanam,226,186,28,12,1,1,82.30088495575221,12.389380530973451,5.3097345132743365,226.0,226.0,4,Low Volume
Andhra Pradesh,Visakhapatnam,7910,7433,447,30,77,90,93.96965865992415,5.651074589127687,0.37926675094816686,102.72727272727273,87.88888888888889,4,Low Volume
Andhra Pradesh,Vizianagaram,3745,3591,151,3,77,67,95.88785046728971,4.032042723631508,0.08010680907877168,48.63636363636363,55.8955223880597,4,Low Volume
Andhra Pradesh,Warangal,1004,816,188,0,73,68,81.27490039840637,18.725099601593627,0.0,13.753424657534246,14.764705882352942,4,Low Volume
Andhra Pradesh,West Godavari,5752,5396,334,22,78,115,93.81084840055632,5.806675938803894,0.3824756606397775,73.74358974358974,50.017391304347825,4,Low Volume
Andhra Pradesh,Y. S. R,787,704,52,31,74,57,89.45362134688692,6.607369758576874,3.9390088945362134,10.635135135135135,13.807017543859649,4,Low Volume
Arunachal Pradesh,Anjaw,36,22,11,3,19,1,61.111111111111114,30.555555555555557,8.333333333333332,1.894736842105263,36.0,1,Child-Focused
Arunachal Pradesh,Changlang,790,477,300,13,72,7,60.379746835443036,37.9746835443038,1.6455696202531647,10.972222222222221,112.85714285714286,1,Child-Focused
Arunachal Pradesh,Dibang Valley,10,7,3,0,9,2,70.0,30.0,0.0,1.1111111111111112,5.0,4,Low Volume
Arunachal Pradesh,East Kameng,179,87,78,14,60,2,48.60335195530726,43.575418994413404,7.82122905027933,2.9833333333333334,89.5,1,Child-Focused
Arunachal Pradesh,East Siang,165,79,84,2,62,2,47.878787878787875,50.90909090909091,1.2121212121212122,2.661290322580645,82.5,1,Child-Focused
Arunachal Pradesh,Kamle,30,3,25,2,17,1,10.0,83.33333333333334,6.666666666666667,1.7647058823529411,30.0,1,Child-Focused
Arunachal Pradesh,Kra Daadi,80,18,58,4,37,1,22.5,72.5,5.0,2.1621621621621623,80.0,1,Child-Focused
Arunachal Pradesh,Kurung Kumey,73,19,42,12,33,1,26.027397260273972,57.534246575342465,16.43835616438356,2.212121212121212,73.0,1,Child-Focused
Arunachal Pradesh,Leparada,3,0,2,1,3,1,0.0,66.66666666666666,33.33333333333333,1.0,3.0,2,Balanced
Arunachal Pradesh,Lohit,157,98,58,1,49,5,62.42038216560509,36.94267515923567,0.6369426751592357,3.204081632653061,31.4,1,Child-Focused
Arunachal Pradesh,Longding,878,139,703,36,65,3,15.831435079726653,80.06833712984054,4.100227790432802,13.507692307692308,292.6666666666667,1,Child-Focused
Arunachal Pradesh,Lower Dibang Valley,103,53,48,2,50,1,51.45631067961165,46.601941747572816,1.9417475728155338,2.06,103.0,1,Child-Focused
Arunachal Pradesh,Lower Siang,31,10,18,3,24,3,32.25806451612903,58.06451612903226,9.67741935483871,1.2916666666666667,10.333333333333334,1,Child-Focused
Arunachal Pradesh,Lower Subansiri,105,50,55,0,51,2,47.61904761904761,52.38095238095239,0.0,2.0588235294117645,52.5,1,Child-Focused
Arunachal Pradesh,Namsai,148,93,54,1,57,3,62.83783783783784,36.486486486486484,0.6756756756756757,2.5964912280701755,49.333333333333336,1,Child-Focused
Arunachal Pradesh,Pakke Kessang,4,2,1,1,4,1,50.0,25.0,25.0,1.0,4.0,2,Balanced
Arunachal Pradesh,Papum Pare,434,197,232,5,73,8,45.39170506912442,53.45622119815668,1.1520737327188941,5.945205479452055,54.25,1,Child-Focused
Arunachal Pradesh,Shi-Yomi,31,8,18,5,18,1,25.806451612903224,58.06451612903226,16.129032258064516,1.7222222222222223,31.0,1,Child-Focused
Arunachal Pradesh,Siang,102,39,59,4,36,2,38.23529411764706,57.84313725490197,3.9215686274509802,2.8333333333333335,51.0,1,Child-Focused
Arunachal Pradesh,Tawang,153,104,42,7,54,3,67.97385620915033,27.450980392156865,4.57516339869281,2.8333333333333335,51.0,4,Low Volume
Arunachal Pradesh,Tirap,89,53,35,1,42,5,59.55056179775281,39.325842696629216,1.1235955056179776,2.119047619047619,17.8,1,Child-Focused
Arunachal Pradesh,Upper Siang,41,21,19,1,29,2,51.21951219512195,46.34146341463415,2.4390243902439024,1.4137931034482758,20.5,1,Child-Focused
Arunachal Pradesh,Upper Subansiri,139,74,53,12,51,1,53.23741007194245,38.1294964028777,8.633093525179856,2.7254901960784315,139.0,1,Child-Focused
Arunachal Pradesh,West Kameng,273,155,100,18,64,7,56.776556776556774,36.63003663003663,6.593406593406594,4.265625,39.0,1,Child-Focused
Arunachal Pradesh,West Siang,186,106,78,2,64,4,56.98924731182796,41.935483870967744,1.0752688172043012,2.90625,46.5,1,Child-Focused
Assam,Bajali,26,18,7,1,20,9,69.23076923076923,26.923076923076923,3.8461538461538463,1.3,2.888888888888889,4,Low Volume
Assam,Baksa,3584,2036,1159,389,83,24,56.80803571428571,32.338169642857146,10.853794642857142,43.18072289156626,149.33333333333334,1,Child-Focused
Assam,Barpeta,14033,10277,3230,526,82,26,73.2345186346469,23.017173804603434,3.7483075607496614,171.1341463414634,539.7307692307693,0,Child-Focused
Assam,Biswanath,1272,747,449,76,76,16,58.72641509433962,35.29874213836478,5.9748427672955975,16.736842105263158,79.5,1,Child-Focused
Assam,Bongaigaon,3103,2279,616,208,82,13,73.44505317434741,19.851756364808253,6.703190460844343,37.84146341463415,238.69230769230768,4,Low Volume
Assam,Cachar,17211,11284,4413,1514,82,60,65.56272151530997,25.640578699668815,8.796699785021207,209.890243902439,286.85,0,Child-Focused
Assam,Charaideo,1182,653,335,194,74,11,55.24534686971235,28.341793570219963,16.412859560067684,15.972972972972974,107.45454545454545,1,Child-Focused
Assam,Chirang,3286,1968,1054,264,76,14,59.89044430919051,32.075471698113205,8.034083992696289,43.23684210526316,234.71428571428572,1,Child-Focused
Assam,Darrang,7441,4308,1877,1256,81,19,57.89544416073108,25.225104152667654,16.879451686601264,91.8641975308642,391.63157894736844,0,Child-Focused
Assam,Dhemaji,6803,3814,1833,1156,82,13,56.06350139644275,26.943995296192856,16.992503307364398,82.96341463414635,523.3076923076923,0,Child-Focused
Assam,Dhubri,12362,8226,3774,362,81,21,66.54263064229089,30.529040608315803,2.928328749393302,152.6172839506173,588.6666666666666,0,Child-Focused
Assam,Dibrugarh,6886,3788,1634,1464,76,29,55.010165553296545,23.729305837932035,21.26052860877142,90.60526315789474,237.44827586206895,2,Balanced
Assam,Dima Hasao,248,119,102,27,26,5,47.983870967741936,41.12903225806452,10.887096774193548,9.538461538461538,49.6,1,Child-Focused
Assam,Goalpara,9714,6741,2180,793,80,14,69.39468807906115,22.441836524603666,8.163475396335187,121.425,693.8571428571429,0,Child-Focused
Assam,Golaghat,11329,5461,3989,1879,78,21,48.20372495365875,35.21052167005031,16.585753376290935,145.24358974358975,539.4761904761905,0,Child-Focused
Assam,Hailakandi,5399,3698,1400,301,78,21,68.49416558621967,25.9307279125764,5.575106501203927,69.21794871794872,257.0952380952381,4,Low Volume
Assam,Hojai,6940,5208,1577,155,80,10,75.04322766570604,22.723342939481267,2.23342939481268,86.75,694.0,0,Child-Focused
Assam,Jorhat,4744,2800,1099,845,81,36,59.02192242833052,23.16610455311973,17.811973018549747,58.5679012345679,131.77777777777777,1,Child-Focused
Assam,Kamrup,13412,9129,3302,981,82,62,68.06591112436624,24.619743513271697,7.314345362362064,163.5609756097561,216.32258064516128,4,Low Volume
Assam,Kamrup Metro,5875,2577,1988,1310,82,41,43.863829787234046,33.838297872340426,22.29787234042553,71.64634146341463,143.29268292682926,2,Balanced
Assam,Karbi Anglong,7967,2850,4049,1068,79,25,35.77256181749718,50.82214133299862,13.405296849504206,100.84810126582279,318.68,1,Child-Focused
Assam,Karimganj,14599,9185,4821,593,81,27,62.91526816905267,33.02280978149189,4.061922049455442,180.23456790123456,540.7037037037037,0,Child-Focused
Assam,Kokrajhar,4520,2459,1548,513,84,20,54.402654867256636,34.24778761061947,11.349557522123893,53.80952380952381,226.0,1,Child-Focused
Assam,Lakhimpur,7084,4646,1800,638,82,17,65.5844155844156,25.40937323546019,9.006211180124224,86.39024390243902,416.70588235294116,0,Child-Focused
Assam,Majuli,511,345,155,11,62,6,67.5146771037182,30.332681017612522,2.152641878669276,8.241935483870968,85.16666666666667,4,Low Volume
Assam,Marigaon,10282,6586,2885,811,81,15,64.05368605329701,28.05874343512935,7.8875705115736245,126.93827160493827,685.4666666666667,0,Child-Focused
Assam,Nagaon,12589,8783,3418,388,82,38,69.76725712923981,27.150687107792514,3.0820557629676704,153.52439024390245,331.2894736842105,4,Low Volume
Assam,Nalbari,3736,2598,943,195,79,32,69.53961456102785,25.240899357601716,5.21948608137045,47.29113924050633,116.75,4,Low Volume
Assam,North Cachar Hills,1043,492,414,137,75,7,47.171620325982744,39.693192713326944,13.135186960690318,13.906666666666666,149.0,1,Child-Focused
Assam,Sibsagar,2674,1510,502,662,75,32,56.46970830216903,18.773373223635005,24.75691847419596,35.653333333333336,83.5625,2,Balanced
Assam,Sivasagar,422,204,113,105,2,3,48.34123222748815,26.77725118483412,24.881516587677723,211.0,140.66666666666666,2,Balanced
Assam,Sonitpur,8924,5300,2657,967,82,44,59.39040788883908,29.77364410578216,10.835948005378754,108.82926829268293,202.8181818181818,1,Child-Focused
Assam,South Salmara Mankachar,1437,1037,354,46,74,4,72.1642310368824,24.63465553235908,3.2011134307585247,19.41891891891892,359.25,4,Low Volume
Assam,Sribhumi,161,110,40,11,60,24,68.32298136645963,24.84472049689441,6.832298136645963,2.683333333333333,6.708333333333333,4,Low Volume
Assam,Tamulpur District,54,22,32,0,34,5,40.74074074074074,59.25925925925925,0.0,1.588235294117647,10.8,1,Child-Focused
Assam,Tinsukia,8194,3755,2816,1623,79,29,45.826214303148646,34.36660971442519,19.807175982426166,103.72151898734177,282.55172413793105,2,Balanced
Assam,Udalguri,4440,2569,1289,582,78,30,57.86036036036036,29.031531531531527,13.108108108108107,56.92307692307692,148.0,1,Child-Focused
Assam,West Karbi Anglong,1872,388,980,504,71,8,20.726495726495727,52.35042735042735,26.923076923076923,26.366197183098592,234.0,2,Balanced
Bihar,Araria,15127,9646,5357,124,81,19,63.766774641369736,35.413499041449064,0.8197263171811991,186.7530864197531,796.1578947368421,0,Child-Focused
Bihar,Arwal,3749,777,2939,33,79,19,20.725526807148572,78.3942384635903,0.8802347292611362,47.45569620253165,197.31578947368422,1,Child-Focused
Bihar,Aurangabad,9810,2874,6864,72,78,29,29.296636085626908,69.96941896024464,0.7339449541284404,125.76923076923077,338.2758620689655,1,Child-Focused
Bihar,Aurangabad(Bh),111,48,63,0,45,20,43.24324324324324,56.75675675675676,0.0,2.466666666666667,5.55,1,Child-Focused
Bihar,Banka,10693,5945,4669,79,79,32,55.59711961096044,43.664079304217715,0.738801084821846,135.35443037974684,334.15625,1,Child-Focused
Bihar,Begusarai,12625,7719,4851,55,78,33,61.14059405940594,38.423762376237626,0.4356435643564357,161.85897435897436,382.57575757575756,0,Child-Focused
Bihar,Bhabua,31,14,17,0,23,9,45.16129032258064,54.83870967741935,0.0,1.3478260869565217,3.4444444444444446,1,Child-Focused
Bihar,Bhagalpur,20596,10196,10025,375,83,34,49.50475820547679,48.674499902893764,1.8207418916294424,248.14457831325302,605.7647058823529,0,Child-Focused
Bihar,Bhojpur,12979,3043,9832,104,79,41,23.44556591416904,75.753139687187,0.8012943986439633,164.29113924050634,316.5609756097561,1,Child-Focused
Bihar,Buxar,6920,2407,4453,60,77,27,34.78323699421965,64.34971098265896,0.8670520231213872,89.87012987012987,256.2962962962963,1,Child-Focused
Bihar,Darbhanga,15167,9633,5466,68,80,46,63.51288982659722,36.03876837871695,0.448341794685831,189.5875,329.7173913043478,0,Child-Focused
Bihar,East Champaran,28779,9946,18041,792,81,39,34.559922165467874,62.6880711630008,2.752006671531325,355.2962962962963,737.9230769230769,0,Child-Focused
Bihar,Gaya,26760,6540,19786,434,83,39,24.43946188340807,73.93871449925261,1.6218236173393124,322.4096385542169,686.1538461538462,1,Child-Focused
Bihar,Gopalganj,14848,5195,9461,192,81,23,34.98787715517241,63.71901939655172,1.293103448275862,183.30864197530863,645.5652173913044,1,Child-Focused
Bihar,Jamui,10098,5042,4897,159,81,14,49.93067934244405,48.49475143592791,1.5745692216280451,124.66666666666667,721.2857142857143,0,Child-Focused
Bihar,Jehanabad,4710,888,3683,139,81,21,18.85350318471338,78.19532908704883,2.951167728237792,58.148148148148145,224.28571428571428,1,Child-Focused
Bihar,Kaimur (Bhabua),7622,2924,4614,84,83,12,38.36263447913934,60.53529257412753,1.102072946733141,91.83132530120481,635.1666666666666,1,Child-Focused
Bihar,Katihar,15747,10877,4757,113,80,23,69.07347431256747,30.208928684828855,0.7175970026036705,196.8375,684.6521739130435,0,Child-Focused
Bihar,Khagaria,7887,4167,3653,67,79,15,52.833777101559534,46.316723722581465,0.8494991758590085,99.83544303797468,525.8,0,Child-Focused
Bihar,Kishanganj,8230,6527,1680,23,79,9,79.30741190765492,20.413122721749698,0.27946537059538273,104.17721518987342,914.4444444444445,0,Child-Focused
Bihar,Lakhisarai,6031,2599,3364,68,76,13,43.09401425965843,55.77847786436744,1.1275078759741337,79.35526315789474,463.9230769230769,1,Child-Focused
Bihar,Madhepura,8634,4371,4225,38,79,21,50.62543432939541,48.934445216585594,0.44012045401899463,109.29113924050633,411.14285714285717,1,Child-Focused
Bihar,Madhubani,25390,12324,12275,791,85,44,48.538794801102796,48.345805435210714,3.1153997636864905,298.70588235294116,577.0454545454545,0,Child-Focused
Bihar,Monghyr,49,29,20,0,31,8,59.183673469387756,40.816326530612244,0.0,1.5806451612903225,6.125,1,Child-Focused
Bihar,Munger,5916,2368,3446,102,78,12,40.027045300878974,58.24881676808654,1.7241379310344827,75.84615384615384,493.0,1,Child-Focused
Bihar,Muzaffarpur,28298,13787,13854,657,83,53,48.72075765071737,48.95752349989399,2.3217188493886494,340.93975903614455,533.9245283018868,0,Child-Focused
Bihar,Nalanda,14113,3527,10452,134,79,31,24.991142917877134,74.05937787855169,0.9494792035711754,178.64556962025316,455.258064516129,1,Child-Focused
Bihar,Nawada,15048,2661,12099,288,79,24,17.683413078149922,80.40271132376395,1.9138755980861244,190.48101265822785,627.0,1,Child-Focused
Bihar,Pashchim Champaran,16358,5060,10736,562,42,14,30.93287687981416,65.63149529282309,3.435627827362758,389.4761904761905,1168.4285714285713,0,Child-Focused
Bihar,Patna,24061,6559,16758,744,83,69,27.259881135447404,69.6479780557749,3.0921408087776903,289.89156626506025,348.71014492753625,1,Child-Focused
Bihar,Purba Champaran,121,57,64,0,52,27,47.107438016528924,52.892561983471076,0.0,2.326923076923077,4.481481481481482,1,Child-Focused
Bihar,Purbi Champaran,14871,4000,10071,800,4,12,26.897989375294195,67.72241274964696,5.379597875058839,3717.75,1239.25,3,High Volume
Bihar,Purnea,255,167,88,0,58,16,65.49019607843137,34.509803921568626,0.0,4.396551724137931,15.9375,4,Low Volume
Bihar,Purnia,19593,11811,7599,183,82,30,60.28173327208697,38.78425968458123,0.9340070433318021,238.9390243902439,653.1,0,Child-Focused
Bihar,Rohtas,7673,2623,4974,76,79,33,34.18480385768278,64.82471002215561,0.9904861201616056,97.12658227848101,232.5151515151515,1,Child-Focused
Bihar,Saharsa,12590,6054,6335,201,80,18,48.0857823669579,50.31771247021446,1.5965051628276412,157.375,699.4444444444445,0,Child-Focused
Bihar,Samastipur,18501,10838,7532,131,78,42,58.58061726393168,40.7113129020053,0.7080698340630237,237.19230769230768,440.5,0,Child-Focused
Bihar,Samstipur,78,39,39,0,37,26,50.0,50.0,0.0,2.108108108108108,3.0,1,Child-Focused
Bihar,Saran,23658,7401,16040,217,82,51,31.283286837433426,67.79947586440105,0.9172372981655253,288.5121951219512,463.88235294117646,1,Child-Focused
Bihar,Sheikhpura,3046,1180,1847,19,77,8,38.73933026920551,60.63690085357847,0.623768877216021,39.55844155844156,380.75,1,Child-Focused
Bihar,Sheikpura,27,11,16,0,20,4,40.74074074074074,59.25925925925925,0.0,1.35,6.75,1,Child-Focused
Bihar,Sheohar,3030,1900,1119,11,76,7,62.70627062706271,36.93069306930693,0.36303630363036304,39.86842105263158,432.85714285714283,0,Child-Focused
Bihar,Sitamarhi,41652,20358,18600,2694,87,25,48.87640449438202,44.65571881302218,6.467876692595794,478.7586206896552,1666.08,0,Child-Focused
Bihar,Siwan,14874,5961,8778,135,80,46,40.07664380798709,59.01573215006051,0.9076240419524002,185.925,323.3478260869565,1,Child-Focused
Bihar,Supaul,10036,5473,4408,155,78,23,54.53367875647669,43.92188122758071,1.5444400159426066,128.66666666666666,436.3478260869565,1,Child-Focused
Bihar,Vaishali,17448,7972,9424,52,80,38,45.69005043558001,54.011921137093076,0.29802842732691426,218.1,459.1578947368421,1,Child-Focused
Bihar,West Champaran,29913,11373,17772,768,80,19,38.02025875037609,59.412295657406474,2.5674455922174304,373.9125,1574.3684210526317,0,Child-Focused
Chandigarh,Chandigarh,2617,2374,210,33,76,24,90.71455865494842,8.024455483377913,1.2609858616736722,34.43421052631579,109.04166666666667,4,Low Volume
Chandigarh,Rupnagar,3,3,0,0,3,2,100.0,0.0,0.0,1.0,1.5,4,Low Volume
Chhattisgarh,Balod,1596,1527,65,4,74,11,95.67669172932331,4.072681704260652,0.2506265664160401,21.56756756756757,145.0909090909091,4,Low Volume
Chhattisgarh,Baloda Bazar,4705,4137,535,33,77,20,87.92773645058448,11.370882040382572,0.7013815090329437,61.103896103896105,235.25,4,Low Volume
Chhattisgarh,Balrampur,6016,4454,1493,69,77,7,74.03590425531915,24.81715425531915,1.146941489361702,78.12987012987013,859.4285714285714,0,Child-Focused
Chhattisgarh,Bastar,6501,4751,1744,6,73,16,73.08106445162282,26.82664205506845,0.09229349330872173,89.05479452054794,406.3125,4,Low Volume
Chhattisgarh,Bemetara,2677,2368,298,11,75,9,88.4572282405678,11.131864026895778,0.4109077325364214,35.693333333333335,297.44444444444446,4,Low Volume
Chhattisgarh,Bijapur,6616,3546,1725,1345,79,6,53.597339782345834,26.07315598548972,20.32950423216445,83.74683544303798,1102.6666666666667,2,Balanced
Chhattisgarh,Bilaspur,8708,7297,1392,19,78,24,83.79650895728065,15.98530087276068,0.2181901699586587,111.64102564102564,362.8333333333333,4,Low Volume
Chhattisgarh,Dakshin Bastar Dantewada,1172,987,161,24,70,9,84.21501706484642,13.737201365187712,2.04778156996587,16.742857142857144,130.22222222222223,4,Low Volume
Chhattisgarh,Dantewada,696,573,123,0,64,8,82.32758620689656,17.67241379310345,0.0,10.875,87.0,4,Low Volume
Chhattisgarh,Dhamtari,1920,1832,85,3,71,14,95.41666666666667,4.427083333333334,0.15625,27.04225352112676,137.14285714285714,4,Low Volume
Chhattisgarh,Durg,3913,3365,502,46,78,29,85.99539994888832,12.829031433682598,1.1755686174290827,50.166666666666664,134.93103448275863,4,Low Volume
Chhattisgarh,Gariyaband,1486,1261,219,6,71,21,84.8586810228802,14.737550471063257,0.4037685060565276,20.929577464788732,70.76190476190476,4,Low Volume
Chhattisgarh,Gaurela-Pendra-Marwahi,132,110,17,5,53,3,83.33333333333334,12.878787878787879,3.787878787878788,2.490566037735849,44.0,4,Low Volume
Chhattisgarh,Gaurella Pendra Marwahi,983,623,290,70,2,3,63.377416073245165,29.50152594099695,7.121057985757884,491.5,327.6666666666667,0,Child-Focused
Chhattisgarh,Janjgir - Champa,33,32,1,0,20,7,96.96969696969697,3.0303030303030303,0.0,1.65,4.714285714285714,4,Low Volume
Chhattisgarh,Janjgir Champa,24,21,3,0,19,12,87.5,12.5,0.0,1.263157894736842,2.0,4,Low Volume
Chhattisgarh,Janjgir-Champa,4475,3918,556,1,78,20,87.55307262569832,12.424581005586592,0.0223463687150838,57.37179487179487,223.75,4,Low Volume
Chhattisgarh,Jashpur,2386,1582,803,1,74,14,66.30343671416597,33.65465213746857,0.041911148365465216,32.24324324324324,170.42857142857142,4,Low Volume
Chhattisgarh,Kabeerdham,917,822,92,3,73,4,89.6401308615049,10.032715376226827,0.3271537622682661,12.561643835616438,229.25,4,Low Volume
Chhattisgarh,Kanker,1632,1362,268,2,70,14,83.45588235294117,16.42156862745098,0.12254901960784313,23.314285714285713,116.57142857142857,4,Low Volume
Chhattisgarh,Kawardha,2028,1783,244,1,75,4,87.91913214990139,12.03155818540434,0.04930966469428008,27.04,507.0,4,Low Volume
